id,yield
15289,4314.555509943988
15290,6141.9741476615745
15291,7268.147033092588
15292,4972.204774261758
15293,3697.2003216623125
15294,5011.8641692336005
15295,7246.441379471311
15296,6447.1593888714615
15297,8379.59664692041
15298,4256.54097562965
15299,5896.807121090562
15300,5941.866137407413
15301,5572.72638812593
15302,5682.311981554774
15303,5085.967241461283
15304,4890.188663805162
15305,4868.509050620245
15306,6326.719422366217
15307,5043.495426257137
15308,5843.640076849964
15309,6206.84409802476
15310,7574.424162418785
15311,2149.346318914235
15312,5201.863063003075
15313,6415.081359257851
15314,5128.992737282966
15315,4621.222714124167
15316,7992.050249387965
15317,5698.216493333919
15318,7845.955361356137
15319,8162.20605918585
15320,7006.568451193711
15321,6631.091440877612
15322,2697.071739115514
15323,5915.635959997546
15324,2639.6155000053404
15325,7123.696749743211
15326,6201.76722242956
15327,4200.952212750759
15328,7843.922883124476
15329,7748.181254977317
15330,5176.536809654452
15331,5777.230752988795
15332,6886.532005698913
15333,6404.763768573001
15334,5614.3727122733435
15335,8049.973515113794
15336,4172.9467432725705
15337,7570.519226119206
15338,6161.492087122135
15339,5546.604356465747
15340,6727.827743788519
15341,5741.111764593896
15342,5381.198399965246
15343,6713.165931617084
15344,6077.047642033951
15345,4505.009199061284
15346,6138.85039172633
15347,6293.991438443925
15348,4770.19989399802
15349,6533.948034668763
15350,4653.985825589683
15351,6133.843929607689
15352,5873.206800050502
15353,6893.825433387248
15354,4349.6914329458305
15355,4509.162164345415
15356,6091.414591397017
15357,6210.5600447753295
15358,6995.943758473437
15359,4997.325201230136
15360,4493.948670799058
15361,5665.282833021325
15362,6001.0431119640925
15363,6660.648896137269
15364,5122.715505241325
15365,4530.957034917079
15366,4772.421007841034
15367,7702.406087833278
15368,4979.417880630681
15369,5891.619605061202
15370,6425.970970106333
15371,3415.407912573606
15372,4875.019152146278
15373,6229.388831755301
15374,5671.380593921978
15375,5515.909741411231
15376,5913.087424009762
15377,5670.36745333824
15378,4790.006666806414
15379,6071.150752267629
15380,7379.989065128495
15381,6130.78674212491
15382,5918.7954085784
15383,7341.898835145832
15384,5227.508270163018
15385,4273.436347171248
15386,4361.736860505771
15387,4388.377518474501
15388,6788.710970457305
15389,6126.30054816361
15390,8355.044960416242
15391,6410.958519130894
15392,7264.474849565606
15393,5858.259619829243
15394,6079.224008611551
15395,5577.7354400999175
15396,6911.359174216705
15397,6908.4199557657375
15398,5644.838835659604
15399,5567.460050413403
15400,4845.528606506525
15401,6187.132632867957
15402,6183.599439514219
15403,6142.0877051590105
15404,7238.185776967095
15405,7551.4061965425935
15406,8213.642819545254
15407,5725.466468638966
15408,7640.491509328127
15409,5858.687570203107
15410,5911.744506248722
15411,8299.349108363858
15412,6683.251712513855
15413,6750.772312297728
15414,5698.820573485398
15415,5987.588001189068
15416,6961.406808942829
15417,5790.037904776185
15418,7611.587005591111
15419,4428.562277992984
15420,4185.269105602452
15421,6302.544809203937
15422,3728.3776498766856
15423,6691.508371481861
15424,6459.911482809994
15425,6985.317681525457
15426,3854.8239146705564
15427,7597.127011966786
15428,6407.719109346113
15429,7415.5915081248895
15430,6534.260452638795
15431,5281.947919855789
15432,5228.892109769928
15433,4756.2471235476405
15434,8390.394834917937
15435,4035.3666788474875
15436,4736.97906280763
15437,5030.115299199977
15438,5488.809023237112
15439,7414.895433337337
15440,5456.928924390393
15441,6520.280475661037
15442,5421.509201113677
15443,4716.9848652586425
15444,5783.692783516488
15445,3638.205587375389
15446,6625.059066012458
15447,6596.595185024025
15448,8004.22538650376
15449,8173.382826787569
15450,7108.260749786079
15451,5324.439585347576
15452,4555.951410203299
15453,7478.82690779087
15454,6558.879370226499
15455,8306.903939117477
15456,6452.05598286812
15457,6369.727182293373
15458,5653.561012421174
15459,6203.522711916066
15460,5751.569516296273
15461,5119.589474262135
15462,5185.736642346743
15463,6752.515999231286
15464,6315.782774817229
15465,6729.193708702762
15466,7333.0148635005025
15467,7368.418116238339
15468,3508.067523193735
15469,2542.199886614486
15470,7469.518745695434
15471,7368.006821522969
15472,6610.7408718067345
15473,5279.356845356317
15474,6838.362534508888
15475,5202.621894833428
15476,5286.628322564775
15477,5701.804221262939
15478,4482.631408901458
15479,7347.309528605034
15480,6805.9241419822265
15481,6481.734939920751
15482,6360.736114903817
15483,6787.72233793508
15484,6340.340089680249
15485,7538.390292335425
15486,6195.897689281348
15487,7875.43936797298
15488,7162.822100363503
15489,5486.202067185546
15490,6248.199480311323
15491,6550.661627761981
15492,5214.27813761403
15493,7340.906074393799
15494,6395.587062591629
15495,6925.849515047124
15496,6947.438883582079
15497,4810.100634749428
15498,6709.291303876616
15499,6514.66093001805
15500,7486.56830585247
15501,5549.73811458083
15502,7653.031078575932
15503,7490.234826918506
15504,6797.1068821004665
15505,6188.185151392245
15506,4559.000052192754
15507,4702.0526511562875
15508,6102.143218847808
15509,4062.5106291007723
