id,yield
15289,4327.259192191013
15290,6153.480188106632
15291,7263.589669069566
15292,4980.826655193994
15293,3726.22935360056
15294,4990.508553436395
15295,7244.894398866509
15296,6462.051838896343
15297,8393.893187136071
15298,4263.064271465935
15299,5895.513793592438
15300,5939.621559415951
15301,5548.005340634252
15302,5672.306243535952
15303,5087.121613995032
15304,4903.797661861487
15305,4872.093925873374
15306,6338.760119303282
15307,5044.215128463404
15308,5848.6987879363205
15309,6213.102099892929
15310,7590.255227561622
15311,2214.97687357169
15312,5201.222138218463
15313,6430.617479557695
15314,5151.471097557378
15315,4639.0349320026435
15316,7999.491575064179
15317,5681.520362662859
15318,7840.1637176548775
15319,8159.297035459085
15320,6999.354046930086
15321,6625.332074734326
15322,2732.475389955842
15323,5928.442090302344
15324,2677.3209970588578
15325,7108.6305244009745
15326,6222.895736869614
15327,4209.671795500939
15328,7837.940567761858
15329,7747.5162967062115
15330,5205.951293209926
15331,5786.038059061777
15332,6882.23440307885
15333,6420.933394045929
15334,5626.24785023651
15335,8051.797833272578
15336,4169.070374154218
15337,7555.603701498074
15338,6163.429606109366
15339,5532.870377046873
15340,6722.846687644413
15341,5740.6172384189085
15342,5375.587959126018
15343,6725.970275637621
15344,6086.945932637214
15345,4492.28413426254
15346,6134.613843124642
15347,6289.37371205266
15348,4759.033301304078
15349,6533.317918599709
15350,4654.916436755546
15351,6125.461998848343
15352,5888.762459764048
15353,6899.057684902096
15354,4352.348186149609
15355,4526.106072540615
15356,6104.844500019843
15357,6190.271730168763
15358,6992.697061097393
15359,5003.873045084469
15360,4483.414904955169
15361,5674.32187047062
15362,6020.808801462872
15363,6647.302142859247
15364,5134.496065353027
15365,4527.538407050262
15366,4781.437615345139
15367,7703.136695973224
15368,4972.507565684411
15369,5922.227226128907
15370,6435.319981013297
15371,3431.2222853536277
15372,4892.806691013919
15373,6229.154367014924
15374,5677.524403553534
15375,5507.170064062429
15376,5917.820081370939
15377,5675.585167460646
15378,4779.2331143647825
15379,6061.477910912336
15380,7370.505214446699
15381,6161.420238206772
15382,5927.159374267385
15383,7330.912228773619
15384,5223.551287867178
15385,4285.217117488228
15386,4392.745738180025
15387,4431.618159002077
15388,6784.409122158297
15389,6140.225053137103
15390,8359.992412962105
15391,6404.590259520375
15392,7254.320708860909
15393,5872.144101108064
15394,6067.836035858307
15395,5594.172255968253
15396,6934.995268694747
15397,6903.355441911119
15398,5649.670734764013
15399,5610.063181741272
15400,4851.666994406636
15401,6203.059440925059
15402,6200.118336249585
15403,6144.126137494806
15404,7233.594659770866
15405,7567.556175915042
15406,8210.606542679683
15407,5739.612857410362
15408,7635.209014816668
15409,5888.676732656893
15410,5918.408646651369
15411,8300.168986749448
15412,6682.280016857929
15413,6770.573560760598
15414,5692.999175802421
15415,5982.280043026123
15416,6957.313306179569
15417,5790.812936855642
15418,7615.4137095640435
15419,4431.64597156142
15420,4199.923841399723
15421,6320.543512980961
15422,3722.628798032274
15423,6697.98165950717
15424,6456.505343942521
15425,6986.495441197965
15426,3851.285183939144
15427,7587.97693784719
15428,6421.190976083793
15429,7408.0697293179655
15430,6535.010019140171
15431,5291.721896393245
15432,5230.42940304176
15433,4760.69541806746
15434,8403.271955670562
15435,4052.4032022619194
15436,4739.070896248242
15437,5036.837408835965
15438,5511.955272522224
15439,7424.010179625075
15440,5481.925372422827
15441,6523.771099726546
15442,5433.3738513980625
15443,4714.66218000727
15444,5789.795504247864
15445,3659.666101328752
15446,6619.901938933808
15447,6611.363233278549
15448,8015.231874362022
15449,8176.521138219798
15450,7090.151776405777
15451,5334.499782834704
15452,4549.792091010038
15453,7480.121283733779
15454,6520.548200114992
15455,8298.606821115087
15456,6463.9244851253225
15457,6384.977759636844
15458,5667.307460901635
15459,6220.848420343689
15460,5732.931338754153
15461,5103.923891944385
15462,5184.610048415885
15463,6746.516501965727
15464,6299.433772116647
15465,6736.984637410622
15466,7331.590847475065
15467,7372.168149433279
15468,3518.326153659489
15469,2548.575281286483
15470,7456.980367086244
15471,7358.771867967986
15472,6647.645510386239
15473,5279.659656065005
15474,6847.675196389724
15475,5221.304351996008
15476,5303.783008345365
15477,5708.377591118964
15478,4497.327559405343
15479,7358.91162733821
15480,6802.762493654738
15481,6506.840156199252
15482,6401.7876222376435
15483,6808.761514250813
15484,6332.401370021193
15485,7543.467014265816
15486,6204.072597505665
15487,7874.103055497815
15488,7148.3751840204095
15489,5500.276504791082
15490,6230.761235529495
15491,6565.800667939917
15492,5207.512744516182
15493,7345.167862658578
15494,6406.324874603099
15495,6907.481624558977
15496,6958.053692588197
15497,4805.566508291537
15498,6704.260137219115
15499,6536.760658661597
15500,7476.845889329337
15501,5550.6377972499995
15502,7643.417719658344
15503,7493.247194464488
15504,6791.343352662609
15505,6195.763296354187
15506,4561.6431982922895
15507,4730.465542367789
15508,6107.506344172754
15509,4084.3171927285275
15510,5040.222009827394
15511,6156.447223546484
15512,5387.72311675166
15513,6741.670144014288
15514,7895.666264464662
15515,6724.836754685406
15516,5167.08850638426
15517,7753.573587494646
15518,7113.866302693774
15519,7104.724901885744
15520,5653.106083186614
15521,6516.8415940814175
15522,6385.85211901082
15523,6592.859715832254
15524,7199.720950757435
15525,5237.646616072812
15526,5514.692663329575
15527,4536.646322620863
15528,4316.784327960366
15529,7465.729142278147
15530,6602.186354808182
15531,6652.762055788755
15532,7200.190500680714
15533,4845.842255457892
15534,8013.492245494634
15535,4094.5680386818312
15536,6547.374418465923
15537,5523.225516705144
15538,6685.308391695302
15539,7439.5709900895345
15540,6199.4795291029095
15541,6372.115757104757
15542,7166.189444541467
15543,7118.277002189749
15544,4683.542028676722
15545,4952.750002648894
15546,7566.81530997431
15547,5534.418703535337
15548,6014.982492814141
15549,7104.171199239643
15550,6675.872910659975
15551,7120.53078050958
15552,6422.679306502876
15553,4344.560683743008
15554,5561.90030742467
15555,6024.487327409821
15556,6788.305757330341
15557,7079.886757003824
15558,4146.657359046627
15559,5600.483802810646
15560,7812.131157644888
15561,5524.983375052372
15562,7586.848448914154
15563,6709.466439849522
15564,4426.520550462521
15565,6418.98146789567
15566,6736.816727618356
15567,6567.9871660238005
15568,3299.653088667821
15569,4263.3768711671455
15570,5294.302178587141
15571,5188.384260459172
15572,4157.733286090455
15573,5863.803226567787
15574,6231.183669847205
15575,6497.611484027637
15576,4369.763525202905
15577,5922.735301461278
15578,6614.013536027092
15579,3242.5137517073945
15580,7687.135338094533
15581,7389.263728047232
15582,6725.219576968737
15583,3059.3416220712297
15584,5418.334543853207
15585,4179.51497338085
15586,6288.616733562301
15587,7969.279822767365
15588,6461.6416611833465
15589,5745.307155082033
15590,5105.869771785054
15591,6007.472810198762
15592,7919.084006373456
15593,7238.59079084722
15594,6890.727802306907
15595,4447.374539693132
15596,4739.3859331485855
15597,5120.4886393696725
15598,5317.581705286066
15599,5623.541518957609
15600,5561.45964149276
15601,6156.19885212344
15602,7690.112463776983
15603,5032.641734826024
15604,7332.846632862071
15605,6458.48008354788
15606,7605.04862275859
15607,5825.06479027165
15608,6833.113797835027
15609,7343.343189186053
15610,6542.971224688597
15611,4728.21006624801
15612,5180.676056314225
15613,6460.4411863499645
15614,4563.230398677357
15615,6290.325637554644
15616,6133.516340117256
15617,5397.55012758412
15618,6538.878615831794
15619,6851.522697166145
15620,5001.726952890052
15621,4348.254153873941
15622,4245.071786893839
15623,5465.675939117658
15624,5286.511001597004
15625,4196.770102539058
15626,7469.318834719719
15627,5533.968517742083
15628,5767.152768936279
15629,5948.705310429452
15630,5276.821001136339
15631,5791.749962214126
15632,5995.0987160787045
15633,4989.862965961933
15634,7079.158159632372
15635,5322.117326981888
15636,7543.101032669689
15637,5759.871334210335
15638,5703.043287910625
15639,4256.691699038829
15640,5581.751685905194
15641,7119.812361929809
15642,6624.91000951941
15643,4586.058339928304
15644,6162.991657714101
15645,5538.938803428207
15646,5641.431412827775
15647,7969.065157919178
15648,5748.399734206159
15649,6783.229133443931
15650,8015.427942594781
15651,5564.4916890138265
15652,8075.607967102305
15653,5005.857881762664
15654,6853.269494775717
15655,4945.3815762285485
15656,7196.03448093822
15657,5397.757320962692
15658,6778.028412533198
15659,7220.073026801894
15660,7761.256500904254
15661,7460.3016459264745
15662,6834.201007887199
15663,7371.556213322034
15664,4383.612098018502
15665,4389.36254134425
15666,4780.087933860717
15667,6677.188562868272
15668,7403.033682384652
15669,5131.977507027514
15670,6590.310048772251
15671,5771.255979573609
15672,5442.984690065743
15673,6938.601811260836
15674,6238.899291039339
15675,4721.837643706727
15676,5540.740201057808
15677,5350.109156166653
15678,7528.117176614625
15679,6393.892820347472
15680,4826.484626140611
15681,7355.014817251373
15682,6240.923051974833
15683,5686.937669640529
15684,6636.018905769008
15685,6872.1331888185705
15686,7842.718266073511
15687,5625.747041757822
15688,7374.043913946676
15689,7341.314481766178
15690,6787.917234072027
15691,6264.41512640049
15692,5173.008676310221
15693,6730.972347915807
15694,6655.181086784452
15695,6255.293479835162
15696,7257.860762893437
15697,5366.115997189911
15698,7258.928869460047
15699,5571.752420105198
15700,7329.5192549398635
15701,4137.188955154701
15702,4719.209936836702
15703,3174.1220459126744
15704,4534.953877290731
15705,6077.149006653381
15706,6610.287498941858
15707,6076.203848409279
15708,6302.433446351444
15709,7054.423990847621
15710,6761.704627499852
15711,6408.360990603842
15712,7142.7303306499
15713,5614.5395093610805
15714,4630.187883764125
15715,5568.916846610284
15716,6473.684368284068
15717,5081.805578848447
15718,5485.942544479636
15719,6140.218769150995
15720,5783.803811958462
15721,5509.6728634534575
15722,6831.136240611479
15723,6389.036698811236
15724,5132.375499109416
15725,5488.237599941642
15726,6906.442661699932
15727,6978.44711916533
15728,5063.992809419373
15729,5554.24815172763
15730,4847.014752445029
15731,5211.409195603703
15732,7530.0004512223895
15733,6539.884626746138
15734,7400.69182859873
15735,5281.564913469278
15736,6680.84652167115
15737,6794.548476901302
15738,3459.0470632193155
15739,3930.682860693887
15740,7287.538563102507
15741,5591.959472509656
15742,6065.691414440573
15743,4582.374358288165
15744,6920.675207693783
15745,7767.95884284048
15746,6378.287132222455
15747,5432.59381416135
15748,7235.606765572467
15749,5623.16778362185
15750,6124.182210971738
15751,5472.242610809955
15752,5818.102501842224
