id,yield
15289,4322.286501469274
15290,6131.57467223435
15291,7277.041560351636
15292,4984.838589564256
15293,3682.5656799019944
15294,4989.557676846609
15295,7238.954502744032
15296,6444.707988827917
15297,8391.87451039117
15298,4241.494192411315
15299,5878.694352410325
15300,5928.843962879196
15301,5554.5335943194
15302,5673.333213296737
15303,5076.232843249309
15304,4883.998735558866
15305,4876.226337768514
15306,6322.813318146562
15307,5029.923689736945
15308,5838.912129084138
15309,6206.637630717312
15310,7588.764758290456
15311,4703.536556866789
15312,5190.351152591693
15313,6411.824818880823
15314,5140.942596993744
15315,4609.113263794878
15316,8000.357920677412
15317,5681.181382482651
15318,7853.102871642647
15319,8146.258343546577
15320,7014.978042963847
15321,6614.21214298875
15322,2697.820013040078
15323,5902.671176868986
15324,2631.7286817976437
15325,7132.860613194845
15326,6201.716913412569
15327,4204.397143231577
15328,7827.243939813473
15329,7742.070380645033
15330,5169.418064120473
15331,5778.937597849667
15332,6894.668261261433
15333,6394.038322139495
15334,5609.116234572712
15335,8039.909023696015
15336,4175.881900400189
15337,7549.861744347305
15338,6156.521177611037
15339,5538.902702598582
15340,6710.893213228317
15341,5746.435280526123
15342,5377.089291487275
15343,6711.849953218811
15344,6065.047717291954
15345,4489.936095879909
15346,6125.30435799127
15347,6289.486800295818
15348,4756.522243294518
15349,6517.848069051559
15350,4656.97578376088
15351,6107.535879185317
15352,5857.244224376553
15353,6889.997499380065
15354,4354.153492307311
15355,4513.242033354052
15356,6102.068707468647
15357,6199.24667355904
15358,7002.66082030084
15359,5006.775448524137
15360,4480.299570010481
15361,5674.2780313845415
15362,6013.575854171073
15363,6660.286910028513
15364,5123.590876567014
15365,4512.254048713994
15366,4765.573168137611
15367,7689.031714591563
15368,4956.70266283168
15369,5888.058434132818
15370,6440.5814288989595
15371,3405.652040482517
15372,4867.819954605117
15373,6214.4053137508845
15374,5682.962360585473
15375,5517.3778635871495
15376,5911.997359082226
15377,5678.093595832614
15378,4781.049842440407
15379,6051.427701178701
15380,7371.2656402245175
15381,6127.55537423259
15382,5928.733637966383
15383,7333.950578850088
15384,5215.681943722949
15385,4295.557620433324
15386,4355.929645404499
15387,4382.941321959057
15388,6796.491145161561
15389,6139.02082626503
15390,8345.995481772534
15391,6394.7794172087815
15392,7253.91532336944
15393,5857.05702942565
15394,6062.064860057611
15395,5571.3511749074705
15396,6910.905268952109
15397,6895.6775627639945
15398,5635.054781676395
15399,5571.302185550918
15400,4853.827737758191
15401,6176.748366264145
15402,6197.5245752513865
15403,6130.64231308506
15404,7224.968580542607
15405,7546.243464280754
15406,8220.71298482615
15407,5719.990338729178
15408,7625.922185921649
15409,5860.790238506615
15410,5903.1151799353775
15411,8283.514661757978
15412,6695.416989279983
15413,6748.63932227598
15414,5684.943154334278
15415,5989.090961411003
15416,6947.129576358349
15417,5776.21768710249
15418,7602.566392834611
15419,4413.236002118208
15420,4176.017290085704
15421,6313.857203048228
15422,3718.7190592258685
15423,6696.8295113126205
15424,6443.923667854529
15425,6975.235788820903
15426,3853.476164422917
15427,7605.947173849389
15428,6401.624702252822
15429,7406.659819994194
15430,6520.5380175342425
15431,5283.6275599395285
15432,5234.0850466969005
15433,4759.685078196801
15434,8400.7400314718
15435,4025.9224151632457
15436,4740.597156178852
15437,5039.34083573524
15438,5498.9007713404135
15439,7411.394847308622
15440,5458.997301463742
15441,6517.639218227198
15442,5414.294355183811
15443,4717.486141803665
15444,5778.528719666985
15445,3621.2086610780216
15446,6621.708383533753
15447,6609.489107389474
15448,7992.558305183825
15449,8179.2037497899655
15450,7108.002744950102
15451,5311.256893134427
15452,4564.0617815451615
15453,7488.123533429924
15454,6541.455074509572
15455,8291.573994537048
15456,6442.819926697231
15457,6357.65117227822
15458,5665.22800850667
15459,6211.593274514566
15460,5739.271037432419
15461,5121.227768385379
15462,5195.248704224544
15463,6746.781085415911
15464,6297.3708340801995
15465,6716.880080681518
15466,7321.206962026237
15467,7360.43731176934
15468,3514.894511108963
15469,2523.9270675257626
15470,7461.253208144171
15471,7361.944690227892
15472,6613.706569594835
15473,5268.088345091829
15474,6848.951833142175
15475,5192.721452845868
15476,5276.992993816332
15477,5685.087165875175
15478,4471.167312362197
15479,7358.817563668479
15480,6804.44539497145
15481,6478.071826473282
15482,6362.183403646538
15483,6776.127163850062
15484,6336.798182474195
15485,7523.150398227259
15486,6204.358111328742
15487,7877.96441884496
15488,7164.760508195572
15489,5483.825496861164
15490,6226.322262350603
15491,6546.930244444071
15492,5218.861142728757
15493,7351.775720071071
15494,6389.1667125368385
15495,6908.9931086844335
15496,6938.507476359671
15497,4794.8623017847585
15498,6718.487896340493
15499,6500.567827949208
15500,7495.866396688588
15501,5536.140170711748
15502,7659.579864360623
15503,7483.830618578775
15504,6806.671342585714
15505,6199.011252336306
15506,4543.3885246448635
15507,4693.156395077991
15508,6078.189480600552
15509,4047.369975669032
15510,5024.735790368996
15511,6164.9423748585705
15512,5374.14188452457
15513,6744.641472560561
15514,7901.895758858822
15515,6712.7886879351445
15516,5164.761563330831
15517,7763.235302985658
15518,7115.440544927772
15519,7095.312126978727
15520,5661.208336712614
15521,6497.159407758536
15522,6378.611657373584
15523,6591.68841326212
15524,7219.968985746623
15525,5233.4051649830435
15526,5517.867025399381
15527,4493.772037916523
15528,4322.092149174923
15529,7462.205565373601
15530,6568.491008511895
15531,6664.729605492902
15532,7195.215484011753
15533,4823.756266691507
15534,7975.738365230616
15535,4084.9902879584647
15536,6536.102461183863
15537,5500.328572116557
15538,6685.421686124479
15539,7439.129372708982
15540,6167.105256944596
15541,6364.9431547497425
15542,7162.937298989278
15543,7135.916690687791
15544,4675.283634159296
15545,4941.69389966064
15546,7574.140746352321
15547,5515.508548423546
15548,5987.646006758592
15549,7109.795753814589
15550,6665.035868980541
15551,7128.540692124785
15552,6413.27727150649
15553,4307.565079318581
15554,5550.438183358492
15555,6006.018234417711
15556,6778.628197054495
15557,7087.314010675901
15558,4122.560213872309
15559,5592.247257723679
15560,7804.086240449438
15561,5526.759924094597
15562,7571.884532876496
15563,6708.573881548265
15564,4426.938165991347
15565,6400.528168736584
15566,6708.93031259832
15567,6565.965077881425
15568,3268.5930927599975
15569,4268.55796483988
15570,5279.179956739201
15571,5173.314909862659
15572,4131.708240070597
15573,5863.907926311468
15574,6203.628043470571
15575,6475.488254922617
15576,4363.763468867949
15577,5912.841731836917
15578,6583.172069808799
15579,3220.0488612826375
15580,7676.910714147347
15581,7369.734495834324
15582,6680.622167375831
15583,3057.847684561086
15584,5402.083131500936
15585,4151.916075462217
15586,6275.82706823974
15587,7964.353287090602
15588,6452.993335614012
15589,5728.636019461157
15590,5091.721163811382
15591,5985.590900739846
15592,7905.953854958614
15593,7238.48327270824
15594,6881.8671116003425
15595,4425.469952274281
15596,4732.699953034195
15597,5090.980832856857
15598,5313.875829431879
15599,5623.3892859943035
15600,5584.923454862882
15601,6145.272941318818
15602,7705.364411333572
15603,5021.319396474996
15604,7360.343095396336
15605,6458.889929630388
15606,7598.039260520434
15607,5823.475692001332
15608,6834.638023491894
15609,7349.992573844156
15610,6535.208674021333
15611,4696.626400914053
15612,5138.391775125638
15613,6469.066618079194
15614,4582.429738985702
15615,6288.113347762834
15616,6106.074247974325
15617,5398.542564401717
15618,6531.837153924914
15619,6843.653323972852
15620,5008.727485583325
15621,4335.923616124777
15622,4234.838705132471
15623,5452.081282345236
15624,5272.230870265596
15625,4180.910849251455
15626,7471.335076935791
15627,5545.290738135644
15628,5758.8041691108865
15629,5914.374720113324
15630,5260.428591635722
15631,5770.244624708712
15632,5969.2788220423545
15633,4987.515914124606
15634,7053.201611039541
15635,5309.619932639083
15636,7534.0552282580165
15637,5737.84334253136
15638,5678.415308768781
15639,4222.630302989796
15640,5574.744513209251
15641,7115.145468648067
15642,6625.955387747519
15643,4570.209674632114
15644,6163.951352652533
15645,5519.535248758089
15646,5619.31141144881
15647,7975.369940098843
15648,5737.675471709206
15649,6790.166964499787
15650,8012.580654910981
15651,5566.640389017583
15652,8085.654458090175
15653,4978.1039915015135
15654,6835.038231282577
15655,4929.021385150387
15656,7180.2558911312135
15657,5375.575119373081
15658,6758.87842612285
15659,7209.598399995479
15660,7747.28815837375
15661,7444.754519401888
15662,6839.888151045236
15663,7351.855622384101
15664,4354.252756570942
15665,4384.8711338644825
15666,4742.507712097037
15667,6684.81259007243
15668,7392.514602214067
15669,5109.1897105548705
15670,6578.754366795157
15671,5790.102012818114
15672,5401.409237655988
15673,6954.597663274889
15674,6247.749207311057
15675,4708.8569467919915
15676,5533.104231095733
15677,5330.547810626727
15678,7515.974324980084
15679,6387.203733860615
15680,4818.637372827323
15681,7355.143211565137
15682,6222.515854169364
15683,5670.38333996999
15684,6629.385548723521
15685,6843.6885738855235
15686,7850.421292598781
15687,5616.4961521245095
15688,7344.201115949899
15689,7337.147864996597
15690,6784.238047801222
15691,6230.788642496978
15692,5163.819920050155
15693,6714.593620433988
15694,6672.799713482106
15695,6243.7984313304805
15696,7240.027334230276
15697,5344.826205099812
15698,7267.819936639138
15699,5537.71443424929
15700,7347.406344036439
15701,4140.553749434468
15702,4717.570875890008
15703,3154.900931638482
15704,4502.808903269365
15705,6076.741277912586
15706,6593.245320287775
15707,6048.038476519504
15708,6281.463102443574
15709,7065.615949806376
15710,6730.86976052052
15711,6397.621231577964
15712,7136.9093214093145
15713,5592.4143013345865
15714,4609.19510117698
15715,5562.381002892097
15716,6471.929888992292
15717,5072.640111991944
15718,5459.744493106349
15719,6147.336556908759
15720,5757.313957909327
15721,5486.547381628256
15722,6834.961740929692
15723,6373.703502824561
15724,5112.154542138367
15725,5484.850032499885
15726,6883.182470947776
15727,6976.502128429633
15728,5060.084816091157
15729,5554.433989395553
15730,4846.984014767129
15731,5199.34932520999
15732,7508.933410585143
15733,6545.1784510918515
15734,7375.963719881238
15735,5254.366167335117
15736,6693.347808206328
15737,6791.3373677029795
15738,3432.6731138876257
15739,3926.245558309344
15740,7270.812337742035
15741,5593.279322037812
15742,6068.499388706756
15743,4575.668716630425
15744,6907.305576945472
15745,7760.254351824464
15746,6373.620203973448
15747,5399.059036425429
15748,7232.605336408358
15749,5632.0060885218645
15750,6103.483281737845
15751,5445.640755624609
15752,5827.976770612695
15753,6533.551028402781
15754,6164.579865627504
15755,5831.278186243063
15756,6802.725565762997
15757,5515.167252628502
15758,5545.2329364777015
15759,5592.169966819911
15760,5726.392919380072
15761,5186.774816496852
15762,3324.8877556423768
15763,5790.739843046107
15764,7956.754416365984
15765,7255.163032062106
15766,8310.324161343795
15767,5957.7371984429665
15768,5458.230275015663
15769,4567.944796216347
15770,4267.974277201836
15771,5378.278900673084
15772,5771.543383441707
15773,6552.023839055841
15774,3740.7506112063916
15775,6504.5662132630805
15776,5846.20093109673
15777,7728.203212727796
15778,6059.916489101334
15779,7717.681116286161
15780,6172.869114900417
15781,6462.925100425171
15782,6826.76140491122
15783,7976.178377793115
15784,7743.135189043223
15785,7876.001536486721
15786,6554.550328088162
15787,6671.484207071767
15788,4536.684371947573
15789,4911.5067209167655
15790,5520.949819915915
15791,6710.702682962026
15792,6704.824099467309
15793,6334.041090528135
15794,6702.452098462189
15795,6018.314688366813
15796,7868.267490594937
15797,6488.890129075121
15798,4691.3917910061855
15799,6490.99179969081
15800,6663.964728770547
15801,5511.506726766683
15802,4930.833644660334
15803,5858.3734933618925
15804,7265.765983821044
15805,6340.869723432113
15806,7537.51569553095
15807,5121.447710488149
15808,4716.907907999703
15809,7710.417528757178
15810,5963.75211199098
15811,7815.88644760219
15812,5843.288016830536
15813,5152.881601483736
15814,6161.037927521055
15815,7412.476572300048
15816,6720.182086540051
15817,3963.983609168415
15818,7167.704621631345
15819,7202.459956699495
15820,4981.282388497798
15821,7242.292391948421
15822,6018.610807382405
15823,6131.081524929006
15824,5720.150617936788
15825,7202.662579905349
15826,6140.535565252014
15827,5969.187192682308
15828,4742.500364397507
15829,4568.973736844721
15830,3678.5177799113653
15831,7162.557620096173
15832,4417.3613149056055
15833,4648.626683508015
15834,6338.7702543627565
15835,7312.448370985469
15836,7185.290848519769
15837,3546.795852579774
15838,7736.025965254684
15839,4828.123757160768
15840,8061.044275667939
15841,3992.1737967259783
15842,6603.98253577668
15843,5864.542531663682
15844,5799.460737502191
15845,5390.392803153822
15846,7079.166952756078
15847,7754.902583934587
15848,5637.524338455803
15849,5071.485276725318
15850,7069.886945853054
15851,7219.25081536644
15852,8054.295658133747
15853,7388.896644019659
15854,5211.93128934828
15855,3952.918399659664
15856,4222.578677792854
15857,5874.116214380538
15858,5702.717289231288
15859,5101.544331755642
15860,8242.09185723081
15861,5985.63684809615
15862,6299.09540555844
15863,7655.125000984325
15864,5552.704472744191
15865,7252.71565484053
15866,6929.81648651672
15867,5733.483828552355
15868,7700.694965799097
15869,4960.48309524349
15870,7801.861879417982
15871,5756.022134026323
15872,7484.271734589367
15873,8203.20168964313
15874,8123.4713356591255
15875,7697.890176998979
15876,6199.141777868472
15877,6398.2307741507
15878,8019.305505330695
15879,7409.0194006980255
15880,7941.042054710326
15881,4812.718499254823
15882,7322.891576924667
15883,6441.771611714201
15884,6510.787433277039
15885,5320.023441559722
15886,5032.446594723672
15887,6693.630852690652
15888,4506.428375581085
15889,6782.654712181774
15890,6037.013043524277
15891,6019.799341680558
15892,4614.764671906189
15893,5868.110844507237
15894,5233.48887024994
15895,5758.662029119928
15896,6525.856031293395
15897,6457.430653070193
15898,5147.926415400281
15899,7335.753645074967
15900,5658.492972281101
15901,6638.563553411876
15902,5208.19548588643
15903,6076.420195218145
15904,5484.264583944984
15905,8173.80595717592
15906,7201.484961340517
15907,7205.101199459038
15908,5678.912983583921
15909,5590.670421413287
15910,5867.49844265589
15911,6468.847950119148
15912,6942.253695728303
15913,7105.514916055816
15914,5544.628635077088
15915,6211.1938177950615
15916,5203.649101971737
15917,5465.662192462245
15918,4414.0074159371
15919,7356.889874371434
15920,5781.643149229838
15921,5743.834029589634
15922,7399.399980757925
15923,4874.794094097709
