id,yield
15289,4409.1572265625
15290,6424.94873046875
15291,7128.42724609375
15292,4440.02392578125
15293,3857.09228515625
15294,5394.9951171875
15295,7003.7314453125
15296,6766.84326171875
15297,8259.8134765625
15298,4259.69873046875
15299,6004.048828125
15300,5876.423828125
15301,5786.5234375
15302,5833.544921875
15303,4978.65576171875
15304,4577.4736328125
15305,4633.2041015625
15306,6472.50732421875
15307,4581.83544921875
15308,5684.48876953125
15309,6070.01708984375
15310,7106.0400390625
15311,5255.86865234375
15312,5451.14794921875
15313,6713.57421875
15314,4969.10498046875
15315,4829.19482421875
15316,7649.33740234375
15317,5819.935546875
15318,7620.96435546875
15319,8308.8359375
15320,7001.5966796875
15321,6818.05615234375
15322,2932.53759765625
15323,6091.38623046875
15324,2935.554443359375
15325,6286.22119140625
15326,6630.26123046875
15327,4177.70556640625
15328,7523.71826171875
15329,7343.69287109375
15330,5358.1083984375
15331,6075.017578125
15332,6772.45751953125
15333,6465.0947265625
15334,5575.0078125
15335,7964.0029296875
15336,4320.88134765625
15337,7335.6044921875
15338,6958.49462890625
15339,5629.40283203125
15340,6851.50390625
15341,5500.73193359375
15342,4662.4365234375
15343,6715.4365234375
15344,6834.57568359375
15345,4261.494140625
15346,6851.56640625
15347,6226.7763671875
15348,5232.62158203125
15349,6654.6630859375
15350,4672.7109375
15351,6279.611328125
15352,5920.87744140625
15353,7060.40234375
15354,4334.1005859375
15355,4300.35400390625
15356,6109.8466796875
15357,6555.24267578125
15358,7125.9052734375
15359,4743.73193359375
15360,4209.09326171875
15361,5621.8505859375
15362,5790.0712890625
15363,6444.61474609375
15364,4631.18603515625
15365,4260.52001953125
15366,4836.52587890625
15367,7347.14599609375
15368,4879.517578125
15369,5308.30029296875
15370,6383.90380859375
15371,3402.4580078125
15372,4720.00732421875
15373,6285.79248046875
15374,5395.62890625
15375,5564.66650390625
15376,5877.64794921875
15377,5544.76123046875
15378,4438.548828125
15379,6071.25634765625
15380,7363.22412109375
15381,6346.53466796875
15382,5854.04736328125
15383,7176.45458984375
15384,5602.86572265625
15385,3510.2275390625
15386,3412.270263671875
15387,3935.582763671875
15388,6523.4619140625
15389,6267.146484375
15390,7961.15478515625
15391,6816.42626953125
15392,7142.72265625
15393,5944.24853515625
15394,5806.60107421875
15395,5636.1474609375
15396,6850.279296875
15397,6843.14111328125
15398,5623.7333984375
15399,5411.6923828125
15400,5140.45556640625
15401,6432.9697265625
15402,6510.29150390625
15403,6615.30615234375
15404,7441.20458984375
15405,7545.72021484375
15406,7708.86767578125
15407,5885.81103515625
15408,7591.50146484375
15409,5699.5341796875
15410,5964.53955078125
